Report generated on: 04-02-2024 16:48:16
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.130-2-TON-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TON-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-TON-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-TON-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-TON-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Trinidad and Tobago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TTO-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","1.21599343492","1.97063155399","0.53719203923","1.47891200688","1.6811770734","0.59505670037","1.49990770545","1.00207144015","0.53909683091","1.06105715056","1.41974772225","2.09801670221","3.51106237966","2.59565234709","4.1951273056","5.40558053046","7.999684132","11.7719432754","4.26003242071","5.67649195223","11.73828644417","3.251153114","1.42751129158","5.00026665501","7.0956132427301","0.71572997043771","6.307968974999998","3.05007413304002","5.34880274697995","1.377556807","0.16211452708","0"
"INTL.11-2-TTO-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0.07042335135032872","0.1141276542482421","0.031111075631574232","0.0856500840266313","0.09736411424783285","0.0344622642525046","0.08686603422404167","0.058034218838077925","0.031221390218707384","0.06145033218997728","0.0822236286821882","0.12150506994169193","0.20334055470618942","0.15032526654590903","0.24295766384714343","0.31306015807077586","0.46329573017517905","0.6817633003209221","0.2467165951000295","0.3287497906726007","0.6798140900842691","0.1882881037560868","0.08267325","0.48832333","0.81313550615","0.18298","0.25463","0.15322109","0.16975574","0.09038942","0.09856966251","0"
"INTL.130-2-TTO-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TTO-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0.2633176055889691","0.4267309077444605","0.11632638585816484","0.32025137418117616","0.36405091411359686","0.12885670352439818","0.32479789303264006","0.2169938131834959","0.11673885945376149","0.22976688874713772","0.30743962921794715","0.45431555684998226","0.7603038900834226","0.5620761932995902","0.9084349023020591","1.1705528017038356","1.7322936215070062","2.549158430786616","0.9224897968520169","1.2292173839775655","2.541870203764421","0.7040217724842589","0.3091207933","0.3321480492","0.6312485249301","0.47410941843771","0.44531166328797","0.61607078767542","0.61435027329885","0.154654093","0.05787678655","0"
"INTL.119-2-TTO-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0.7648802257301544","1.239560234916894","0.33790278502097054","0.930260408627807","1.0574885212921823","0.37430062550558957","0.9434670544865821","0.630319710064963","0.3391009308730188","0.6674227093062562","0.8930450832128843","1.319687625515506","2.2085170103600724","1.6327087763346524","2.638805299705558","3.4002006405674288","5.03193523002585","7.4047493770909245","2.679631703591238","3.570608459792166","7.383578666847528","2.04502973149951","0.89792849828","4.11475898581","5.46493882165","0.01543","5.5461255298421","2.2593974413646","4.3345344056811","0","0","0"
"INTL.14-2-TTO-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0.11737225225054787","0.19021275708040353","0.051851792719290385","0.1427501400443855","0.1622735237463881","0.05743710708750766","0.1447767237067361","0.0967236980634632","0.052035650364512305","0.10241722031662881","0.13703938113698033","0.20250844990281988","0.33890092451031567","0.25054211090984835","0.40492943974523904","0.5217669301179597","0.772159550291965","1.136272167201537","0.41119432516671583","0.5479163177876678","1.1330234834737818","0.31381350626014465","0.13778875","0.06503629","0.18629039","0.043210552","0.061901781869928","0.021384814","0.230162328","1.132513294","0.00566807802","0"
"INTL.21-2-TTO-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00661386"
"","Tunisia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TUN-TST.A","        Coal (Mst)","23.14851","28.66006","15.43234","30.86468","26.45544","23.14851","13.22772","17.63696","31.96699","33.0693","16.53465","13.202230895121994","16.53465","15.43234","10.33057484481","1.82036685941","4.23757946832","1.67885009699","1.78844065488","0.45274737706","0.133820434","3.2924566697","0.0756515353","1.31791522214","2.84802071004","0.59053171782","3.21952122624","0.59092854942","1.28882636355","1.07759290287","2.3105496210335","5.29284508214","3.0941070083","3.87390755774","3.60566","0.85417","2.25933","4.580831968755","3.21645019058","3.4498003991","2.9413929809","2.88422828661","0.74968213331"
"INTL.11-2-TUN-TST.A","            Anthracite (Mst)","22.333262607679817","27.650706085698822","14.888841738453213","29.777683476906425","25.523728694491222","22.333262607679817","12.761864347245611","17.015819129660812","30.841172172510227","31.904660868114025","15.952330434057012","12.736387182258555","15.952330434057012","14.888841738453213","9.966751246513617","1.7562569302957685","4.088339814826215","1.6197241245767613","1.7254551072049955","0.4368024579905667","0.12910752764630143","3.1765024802381245","0.07298722917928885","1.2715007035317307","2.7477187270124106","0.5697342909862594","3.106135687204804","0.5701171469166768","1.243436300343442","1.0396420885822768","2.2291763683544317","5.106440939879037","2.9851383243511767","3.73747575135","2.77231","0.58283","1.54162","3.97841","2.76027022018","3.3366593007","2.9413929809","2.86163093161","0.74968213331"
"INTL.130-2-TUN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TUN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-TUN-TST.A","            Subbituminous (Mst)","0.8047808933875187","0.9963953918131184","0.5365205955916792","1.0730411911833584","0.9197495924428786","0.8047808933875187","0.4598747962214393","0.613166394961919","1.1113640908684783","1.1496869905535982","0.5748434952767991","0.45987479622144","0.5748434952767991","0.5365205955916792","0.3591526734469225","0.06328685809190361","0.1473236502183154","0.058366887584528536","0.06217691194832348","0.01574021129607057","0.0046524000217735605","0.11446551938249419","0.0026301006053897815","0.04581862892613129","0.09901426275004943","0.020530420465111825","0.11192984640192855","0.020544216708998468","0.04480732592634066","0.037463585305480496","0.08032854763574558","0.1840110051906738","0.10756969681315372","0.1346802358","0.82343","0.26864","0.71057","0.5745565052","0.4385430104","0.1089302742","0","0.02094389","0"
"INTL.14-2-TUN-TST.A","            Lignite (Mst)","0.010466498932663016","0.012958522488058972","0.006977665955108677","0.013955331910217354","0.01196171306590059","0.010466498932663016","0.005980856532950295","0.00797447537726706","0.014453736621296545","0.014952141332375737","0.007476070666187868","0.005968916641998017","0.007476070666187868","0.006977665955108677","0.004670924849461121","0.0008230710223279983","0.0019160032754698246","0.0007590848287102295","0.0008086357266810116","0.00020470777336271189","0.000060506331925013814","0.001488670079381104","0.000034205515321364894","0.0005958896821380145","0.0012877202775399292","0.0002670063686287665","0.001455692633267838","0.000267185794324755","0.0005827372802173458","0.0004872289822426625","0.0010447050433229639","0.002393137070289578","0.0013989871356695142","0.00175157059","0.00992","0.0027","0.00714","0.027865463555","0.01763696","0.0042108242","0","0.001653465","0"
"INTL.21-2-TUN-TST.A","        Metallurgical coke (Mst)","82.67325","85.98018","69.44553","59.52474","92.59404","90.38942","89.28711","116.84486","105.82176","120.15179","119.04948","106.59691321048","117.77104731744","138.63566800072","123.71791276416","108.62333818512","118.94420498576","99.71952175416","47.9272703514","136.68644","121.2282728767","112.46372008652","83.198721177","61.62928678665","24.55477757326","12.4925122993","3.59866405767","1.311638669","3.4952817097","3.74769526736","3.4509247553","2.0619259705","2.04760365667","2.39143068032","1.72683916284","2.2410182762","1.96711298047","1.58096","1.97974876","2.5554411806","2.16916199423","2.11610120007","1.19447965065"
"","Turkiye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TUR-TST.A","        Coal (Mst)","22521.295609999714","23436.212909999984","26037.664510000144","29485.6901900002","34761.34585000033","45722.71649000006","54570.95885999912","53207.40139000047","45313.75948000037","60169.59134999975","59934.79931999944","63674.93714999984","65800.19082999988","60332.73323000043","65444.14469999931","67262.95620000028","72627.89896999921","79410.41239999911","85618.6223200006","83158.26639999902","88109.8429200005","79615.44206000002","72614.67125000095","70460.75751000077","71041.67488000002","84682.7611300003","92292.00706000019","108524.62411999764","108782.56465999834","110690.66326999918","104455.99791000177","110930.9668499989","108903.81875999826","92718.60102999963","106463.3044199992","101722.26910999882","116877.92930000022","122959.37357","134169.2555902599","137175.99350795997","113734.81248678964","120818.10732163388","130489.73061688627"
"INTL.11-2-TUR-TST.A","            Anthracite (Mst)","10.328984156373","17.738993055065","30.313914829913","45.862439132312","54.374002022269","73.214951220934","82.387314672569","107.62705554437","123.74617214927","99.169723428936","152.73902388266","168.91119611891","147.57438474196","155.20266465189","150.29304432118","163.83517776605","226.56658073322","275.19892753965","285.53614980172","243.86850783772","356.87035021564","218.35855770148","320.71512970555","443.93529830536","450.75278867924","476.49796056506","558.59571319346","630.50136335253","534.73048904515","559.54001258708","587.15562370237","651.15428942791","798.09306460026","731.81038128","857.05341709086","787.18951414884","729.29913391192","1103.2772693088","1066.0419738519","902.26023155697","916.07102614764","876.60677940209","645.12349818967"
"INTL.130-2-TUR-TST.A","            Metallurgical coal (Mst)","446.07123229343","415.4310653651","533.64962816464","686.65839134198","815.08433856147","1091.3102126897","1247.2332857817","1448.5549645152","1469.1272362269","1454.0772238785","1803.3125944958","1932.5575774268","1826.0042146034","1832.6514329931","1873.6118496787","1984.5362353507","2490.9727012361","2901.9171238086","3082.2961130371","2759.1572640614","3579.5067954034","2517.8410830747","3180.6990578802","4051.9049577997","4077.96116552","4433.2115709266","5134.6099735489","5836.3236795703","5161.2047837274","5346.9679940647","5470.4211310033","5988.58376685","7086.4978375928","6491.3414439285","6975.27878894","7383.27238","6405.5153785693","6965.603579278","7013.32501859","7000.39712691","7278.55293","6648.9683971017","6375.33003679"
"INTL.12-2-TUR-TST.A","            Bituminous (Mst)","1114.4413087627","953.24878221809","1378.3645967928","1913.7182874129","2271.2688254125","3046.2847722524","3456.1791665149","4260.5821945199","4621.718095754","4096.7080914721","5697.1418381818","6274.3088682565","5648.6754999775","5778.8973925509","5739.0252519565","6169.4005831593","8198.5879392964","9755.3735990704","10227.875333771","8915.8450183163","12409.641554822","8101.0129932608","11105.844796379","14869.147191625","15052.647779078","16082.224193586","18747.881106642","21225.799915693","18317.107170929","19076.579734079","19798.683797729","21855.71055872","26533.339620835","24238.736951077","26972.501020182","30761.558727416","34351.414177498","36385.634682946","35168.575362758","36028.802074603","37171.114951902","33999.170694878","34334.38481077"
"INTL.119-2-TUR-TST.A","            Subbituminous (Mst)","270.45251894621","306.33589717273","330.64397005379","368.18153437801","437.11740321709","583.33820316002","676.96378424895","685.308535309","572.0113975222","761.42857119221","691.73148868118","672.27396910563","750.01368840501","708.28566922754","793.00848174093","803.27802948822","822.05896570949","874.19011929847","982.87783561578","977.8046623056","922.87867386946","905.53765611904","787.4467285152","708.5066961407","676.60680621478","851.09115584065","937.47802344783","1099.5077624128","1158.2928533018","1159.7029315494","1070.7688167571","1096.944647463","1025.3705871642","964.67520660413","929.14538175734","982.97511761097","1600.346412829","1548.1278055552","1744.84319207","2411.77932292","2351.116999","2524.7017657021","1968.7865460866"
"INTL.14-2-TUR-TST.A","            Lignite (Mst)","20680.001565841","21743.458172189","23764.692400159","26471.269537735","31183.501280787","40928.568350677","49108.195308781","46705.328640112","38527.156578348","53758.207740028","51589.874374758","54626.885539092","57427.923042272","51857.696070577","56888.206072302","58141.906174236","60889.712783024","65603.732630282","71040.036887775","70261.590947478","70840.94554569","67872.691769844","57219.965537521","50387.26336613","50783.706340508","62839.736249082","66913.442243168","79732.491398969","83611.229362995","84547.872597719","77528.96854081","81338.573587538","73460.517649806","60292.03704711","70729.325812029","61807.273370823","73791.354197192","76956.730232912","89176.47004299","90832.75475197","66017.95657974","76768.65968455","87166.10572505"
"INTL.21-2-TUR-TST.A","        Metallurgical coke (Mst)","2153.91374","2096.59362","2310.44176","2753.57038","2932.1446","3089.77493","3328.9762","3810.68567","3747.854","3103.00265","3583.60981","3800.76488","3681.7154","3536.21048","3410.54714","3528.49431","4192.08493","4230.66578","4021.22688","3621.08835","3959.49752","3537.31279","3487.70884","3772.10482","3673.99923","3778.71868","4021.22688","4206.41496","4516.16407","3859.18731","4909.68874","4642.92972","4940.55342","5072.83062","5219.43785","5439.89985","5680.20343","5830.11759","5519.26617","5102.59299","5181.02014188","5462.640064376","6170.88129416"
"","Turkmenistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TKM-TST.A","        Coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","211.46940037398","148.81185","104.719485","60.62712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-TKM-TST.A","            Anthracite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-TKM-TST.A","            Metallurgical coal (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TKM-TST.A","            Bituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","211.46940037398","148.81185","104.719485","60.62712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-TKM-TST.A","            Subbituminous (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-TKM-TST.A","            Lignite (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-TKM-TST.A","        Metallurgical coke (Mst)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TCA-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-TCA-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-TCA-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TCA-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-TCA-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-TCA-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-TCA-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-TUV-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-TUV-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-TUV-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-TUV-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-TUV-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-TUV-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-TUV-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","U.S. Pacific Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-USIQ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-USIQ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-USIQ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-USIQ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-USIQ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-USIQ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-USIQ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-USOH-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-USOH-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-USOH-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-USOH-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-USOH-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-USOH-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-USOH-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","U.S. Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-VIR-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","8.046873","13.5843","22.597383","25.353161","27.006628","27.557784","27.557784","27.778246","27.998709","28.10894","28.329402","30.316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-VIR-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-VIR-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-VIR-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","8.046873","13.5843","22.597383","25.353161","27.006628","27.557784","27.557784","27.778246","27.998709","28.10894","28.329402","30.316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-VIR-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-VIR-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-VIR-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Uganda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-UGA-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-UGA-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-UGA-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-UGA-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-UGA-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-UGA-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-UGA-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
